film_id,title_clean,description_clean,category_name,language_name,length,Copias_en_inventario
132,"Chainsaw uptown","A beautiful documentary of a boy and a robot who must discover a squirrel in australia",Sci-fi,English,114,6
137,"Charade duffel","A action-packed display of a man and a waitress who must build a dog in a mysql convention",Sci-fi,English,66,4
138,"Chariots conspiracy","A unbelieveable epistle of a robot and a husband who must chase a robot in the first manned space station",Sci-fi,English,71,5
140,"Cheaper clyde","A emotional character study of a pioneer and a girl who must discover a dog in ancient japan",Sci-fi,English,87,5
151,"Cincinatti whisperer","A brilliant saga of a pastry chef and a hunter who must confront a butler in berlin",Sci-fi,English,143,4
153,"Citizen shrek","A fanciful character study of a technical writer and a husband who must redeem a robot in the outback",Sci-fi,English,165,4
165,"Coldblooded darling","A brilliant panorama of a dentist and a moose who must find a student in the gulf of mexico",Sci-fi,English,70,5
177,"Connecticut tramp","A unbelieveable drama of a crocodile and a mad cow who must reach a dentist in a shark tank",Sci-fi,English,172,3
203,"Daisy menagerie","A fast-paced saga of a pastry chef and a monkey who must sink a composer in ancient india",Sci-fi,English,84,4
234,"Disturbing scarface","A lacklusture display of a crocodile and a butler who must overcome a monkey in a u-boat",Sci-fi,English,94,7
235,"Divide monster","A intrepid saga of a man and a forensic psychologist who must reach a squirrel in a monastery",Sci-fi,English,68,6
240,"Dolls rage","A thrilling display of a pioneer and a frisbee who must escape a teacher in the outback",Sci-fi,English,120,3
285,"English bulworth","A intrepid epistle of a pastry chef and a pastry chef who must pursue a crocodile in ancient china",Sci-fi,English,51,7
296,"Express lonely","A boring drama of a astronaut and a boat who must face a boat in california",Sci-fi,English,178,4
298,"Eyes driving","A thrilling story of a cat and a waitress who must fight a explorer in the outback",Sci-fi,English,172,5
312,"Fiddler lost","A boring tale of a squirrel and a dog who must challenge a madman in the gulf of mexico",Sci-fi,English,75,3
319,"Fish opus","A touching display of a feminist and a girl who must confront a astronaut in australia",Sci-fi,English,125,7
338,"Frisco forrest","A beautiful documentary of a woman and a pioneer who must pursue a mad scientist in a shark tank",Sci-fi,English,51,3
350,"Garden island","A unbelieveable character study of a womanizer and a madman who must reach a man in the outback",Sci-fi,English,80,8
367,"Goldmine tycoon","A brilliant epistle of a composer and a frisbee who must conquer a husband in the outback",Sci-fi,English,153,7
369,"Goodfellas salute","A unbelieveable tale of a dog and a explorer who must sink a mad cow in a baloon factory",Sci-fi,English,56,8
374,"Graffiti love","A unbelieveable epistle of a sumo wrestler and a hunter who must build a composer in berlin",Sci-fi,English,117,7
390,"Guys falcon","A boring story of a woman and a feminist who must redeem a squirrel in a u-boat",Sci-fi,English,84,3
394,"Hamlet wisdom","A touching reflection of a man and a man who must sink a robot in the outback",Sci-fi,English,146,4
397,"Hanky october","A boring epistle of a database administrator and a explorer who must pursue a madman in soviet georgia",Sci-fi,English,107,7
422,"Hollow jeopardy","A beautiful character study of a robot and a astronaut who must overcome a boat in a monastery",Sci-fi,English,136,2
449,"Identity lover","A boring tale of a composer and a mad cow who must defeat a car in the outback",Sci-fi,English,119,4
520,"License weekend","A insightful story of a man and a husband who must overcome a madman in a monastery",Sci-fi,English,91,2
559,"Married go","A fanciful story of a womanizer and a dog who must face a forensic psychologist in the sahara desert",Sci-fi,English,114,8
572,"Metropolis coma","A emotional saga of a database administrator and a pastry chef who must confront a teacher in a baloon factory",Sci-fi,English,64,8
602,"Mourning purple","A lacklusture display of a waitress and a lumberjack who must chase a pioneer in new orleans",Sci-fi,English,146,5
620,"Nemo campus","A lacklusture reflection of a monkey and a squirrel who must outrace a womanizer in a manhattan penthouse",Sci-fi,English,131,5
625,"None spiking","A boring reflection of a secret agent and a astronaut who must face a composer in a manhattan penthouse",Sci-fi,English,83,7
637,"Open african","A lacklusture drama of a secret agent and a explorer who must discover a car in a u-boat",Sci-fi,English,131,5
655,"Panther reds","A brilliant panorama of a moose and a man who must reach a teacher in the gulf of mexico",Sci-fi,English,109,6
711,"Raging airplane","A astounding display of a secret agent and a technical writer who must escape a mad scientist in a jet boat",Sci-fi,English,154,4
714,"Random go","A fateful drama of a frisbee and a student who must confront a cat in a shark tank",Sci-fi,English,73,3
723,"Reign gentlemen","A emotional yarn of a composer and a man who must escape a butler in the gulf of mexico",Sci-fi,English,82,7
798,"Silverado goldfinger","A stunning epistle of a sumo wrestler and a man who must challenge a waitress in ancient india",Sci-fi,English,74,4
817,"Soldiers evolution","A lacklusture panorama of a a shark and a pioneer who must confront a student in the first manned space station",Sci-fi,English,185,2
831,"Spirited casualties","A taut story of a waitress and a man who must face a car in a baloon factory",Sci-fi,English,138,3
839,"Stallion sundance","A fast-paced tale of a car and a dog who must outgun a a shark in australia",Sci-fi,English,130,2
863,"Sun confessions","A beautiful display of a mad cow and a dog who must redeem a waitress in an abandoned amusement park",Sci-fi,English,141,7
893,"Titans jerk","A unbelieveable panorama of a feminist and a sumo wrestler who must challenge a technical writer in ancient china",Sci-fi,English,91,8
912,"Trojan tomorrow","A astounding panorama of a husband and a sumo wrestler who must pursue a boat in ancient india",Sci-fi,English,52,6
924,"Unforgiven zoolander","A taut epistle of a monkey and a sumo wrestler who must vanquish a a shark in a baloon factory",Sci-fi,English,129,5
930,"Vacation boondock","A fanciful character study of a secret agent and a mad scientist who must reach a teacher in australia",Sci-fi,English,145,6
967,"Weekend personal","A fast-paced documentary of a car and a butler who must find a frisbee in a jet boat",Sci-fi,English,134,5
972,"Whisperer giant","A intrepid story of a dentist and a hunter who must confront a monkey in ancient japan",Sci-fi,English,59,6
985,"Wonderland christmas","A awe-inspiring character study of a waitress and a car who must pursue a mad scientist in the first manned space station",Sci-fi,English,111,7
10,"Aladdin calendar","A action-packed tale of a man and a lumberjack who must reach a feminist in ancient china",Sports,English,63,7
27,"Anonymous human","A amazing reflection of a database administrator and a astronaut who must outrace a database administrator in a shark tank",Sports,English,179,4
42,"Artist coldblooded","A stunning reflection of a robot and a moose who must challenge a woman in california",Sports,English,170,4
102,"Bubble grosse","A awe-inspiring panorama of a crocodile and a moose who must confront a girl in a baloon",Sports,English,60,2
113,"California birds","A thrilling yarn of a database administrator and a robot who must battle a database administrator in ancient india",Sports,English,75,4
120,"Caribbean liberty","A fanciful tale of a pioneer and a technical writer who must outgun a pioneer in a shark tank",Sports,English,92,3
135,"Chance resurrection","A astounding story of a forensic psychologist and a forensic psychologist who must overcome a moose in ancient china",Sports,English,70,7
176,"Congeniality quest","A touching documentary of a cat and a pastry chef who must find a lumberjack in a baloon",Sports,English,87,6
187,"Cranes reservoir","A fanciful documentary of a teacher and a dog who must outgun a forensic psychologist in a baloon factory",Sports,English,57,3
197,"Crusade honey","A fast-paced reflection of a explorer and a butler who must battle a madman in an abandoned amusement park",Sports,English,112,2
237,"Divorce shining","A unbelieveable saga of a crocodile and a student who must discover a cat in ancient india",Sports,English,47,2
254,"Driver annie","A lacklusture character study of a butler and a car who must redeem a boat in an abandoned fun house",Sports,English,159,5
256,"Drop waterfront","A fanciful documentary of a husband and a explorer who must reach a madman in ancient china",Sports,English,178,3
260,"Dude blindness","A stunning reflection of a husband and a lumberjack who must face a frisbee in an abandoned fun house",Sports,English,132,4
263,"Durham panky","A brilliant panorama of a girl and a boy who must face a mad scientist in an abandoned mine shaft",Sports,English,154,7
279,"Elizabeth shane","A lacklusture display of a womanizer and a dog who must face a sumo wrestler in ancient japan",Sports,English,152,2
291,"Evolution alter","A fanciful character study of a feminist and a madman who must find a explorer in a baloon factory",Sports,English,174,4
293,"Exorcist sting","A touching drama of a dog and a sumo wrestler who must conquer a mad scientist in berlin",Sports,English,167,5
322,"Flatliners killer","A taut display of a secret agent and a waitress who must sink a robot in an abandoned mine shaft",Sports,English,100,6
323,"Flight lies","A stunning character study of a crocodile and a pioneer who must pursue a teacher in new orleans",Sports,English,179,4
361,"Gleaming jawbreaker","A amazing display of a composer and a forensic psychologist who must discover a car in the canadian rockies",Sports,English,89,8
372,"Graceland dynamite","A taut display of a cat and a girl who must overcome a database administrator in new orleans",Sports,English,140,2
383,"Groove fiction","A unbelieveable reflection of a moose and a a shark who must defeat a lumberjack in an abandoned mine shaft",Sports,English,111,5
389,"Gunfighter mussolini","A touching saga of a robot and a boy who must kill a man in ancient japan",Sports,English,127,4
420,"Holes brannigan","A fast-paced reflection of a technical writer and a student who must fight a boy in the canadian rockies",Sports,English,128,5
429,"Honey ties","A taut story of a waitress and a crocodile who must outrace a lumberjack in a shark tank",Sports,English,84,6
446,"Hysterical grail","A amazing saga of a madman and a dentist who must build a car in a manhattan penthouse",Sports,English,150,4
453,"Image princess","A lacklusture panorama of a secret agent and a crocodile who must discover a madman in the canadian rockies",Sports,English,178,5
463,"Instinct airport","A touching documentary of a mad cow and a explorer who must confront a butler in a manhattan penthouse",Sports,English,116,5
474,"Jade bunch","A insightful panorama of a squirrel and a mad cow who must confront a student in the first manned space station",Sports,English,174,4
488,"Joon northwest","A thrilling panorama of a technical writer and a car who must discover a forensic psychologist in a shark tank",Sports,English,105,5
503,"Kramer chocolate","A amazing yarn of a robot and a pastry chef who must redeem a mad scientist in the outback",Sports,English,171,3
517,"Lesson cleopatra","A emotional display of a man and a explorer who must build a boy in a manhattan penthouse",Sports,English,167,2
519,"Liberty magnificent","A boring drama of a student and a cat who must sink a technical writer in a baloon",Sports,English,138,4
532,"Loser hustler","A stunning drama of a robot and a feminist who must outgun a butler in nigeria",Sports,English,80,4
570,"Mermaid insects","A lacklusture drama of a waitress and a husband who must fight a husband in california",Sports,English,104,5
577,"Mile mulan","A lacklusture epistle of a cat and a husband who must confront a boy in a mysql convention",Sports,English,64,3
598,"Mosquito armageddon","A thoughtful character study of a waitress and a feminist who must build a teacher in ancient japan",Sports,English,57,4
599,"Mother oleander","A boring tale of a husband and a boy who must fight a squirrel in ancient china",Sports,English,103,5
606,"Mummy creatures","A fateful character study of a crocodile and a monkey who must meet a dentist in australia",Sports,English,160,6
612,"Mussolini spoilers","A thrilling display of a boat and a monkey who must meet a composer in ancient china",Sports,English,180,2
619,"Neighbors charade","A fanciful reflection of a crocodile and a astronaut who must outrace a feminist in an abandoned amusement park",Sports,English,161,6
628,"Northwest polish","A boring character study of a boy and a a shark who must outrace a womanizer in the outback",Sports,English,172,5
631,"Novocaine flight","A fanciful display of a student and a teacher who must outgun a crocodile in nigeria",Sports,English,64,5
667,"Peach innocent","A action-packed drama of a monkey and a dentist who must chase a butler in berlin",Sports,English,160,4
668,"Peak forever","A insightful reflection of a boat and a secret agent who must vanquish a astronaut in an abandoned mine shaft",Sports,English,80,5
676,"Philadelphia wife","A taut yarn of a hunter and a astronaut who must conquer a database administrator in the sahara desert",Sports,English,137,6
678,"Pickup driving","A touching documentary of a husband and a boat who must meet a pastry chef in a baloon factory",Sports,English,77,4
681,"Pirates roxanne","A stunning drama of a woman and a lumberjack who must overcome a a shark in the canadian rockies",Sports,English,100,6
691,"Poseidon forever","A thoughtful epistle of a womanizer and a monkey who must vanquish a dentist in a monastery",Sports,English,159,5
719,"Records zorro","A amazing drama of a mad scientist and a composer who must build a husband in the outback",Sports,English,182,2
729,"Rider caddyshack","A taut reflection of a monkey and a womanizer who must chase a moose in nigeria",Sports,English,177,4
733,"River outlaw","A thrilling character study of a squirrel and a lumberjack who must face a hunter in a mysql convention",Sports,English,149,7
745,"Roses treasure","A astounding panorama of a monkey and a secret agent who must defeat a woman in the first manned space station",Sports,English,162,8
763,"Satisfaction confidential","A lacklusture yarn of a dentist and a butler who must meet a secret agent in ancient china",Sports,English,75,5
764,"Saturday lambs","A thoughtful reflection of a mad scientist and a moose who must kill a husband in a baloon",Sports,English,150,8
773,"Seabiscuit punk","A insightful saga of a man and a forensic psychologist who must discover a mad cow in a mysql convention",Sports,English,112,8
777,"Secretary rouge","A action-packed panorama of a mad cow and a composer who must discover a robot in a baloon factory",Sports,English,158,6
779,"Sense greek","A taut saga of a lumberjack and a pastry chef who must escape a sumo wrestler in an abandoned fun house",Sports,English,54,2
782,"Shakespeare saddle","A fast-paced panorama of a lumberjack and a database administrator who must defeat a madman in a mysql convention",Sports,English,60,6
796,"Sierra divide","A emotional character study of a frisbee and a mad scientist who must build a madman in california",Sports,English,135,5
809,"Slipper fidelity","A taut reflection of a secret agent and a man who must redeem a explorer in a mysql convention",Sports,English,156,4
813,"Smoochy control","A thrilling documentary of a husband and a feminist who must face a mad scientist in ancient china",Sports,English,184,4
836,"Squad fish","A fast-paced display of a pastry chef and a dog who must kill a teacher in berlin",Sports,English,136,3
841,"Star operation","A insightful character study of a girl and a car who must pursue a mad cow in a shark tank",Sports,English,181,7
844,"Steers armageddon","A stunning character study of a car and a girl who must succumb a car in a mysql convention",Sports,English,140,4
851,"Straight hours","A boring panorama of a secret agent and a girl who must sink a waitress in the outback",Sports,English,151,6
875,"Talented homicide","A lacklusture panorama of a dentist and a forensic psychologist who must outrace a pioneer in a u-boat",Sports,English,173,7
890,"Tights dawn","A thrilling epistle of a boat and a secret agent who must face a boy in a baloon",Sports,English,172,7
898,"Tourist pelican","A boring story of a butler and a astronaut who must outrace a pioneer in australia",Sports,English,152,5
902,"Trading pinocchio","A emotional character study of a student and a explorer who must discover a frisbee in the first manned space station",Sports,English,170,7
917,"Tuxedo mile","A boring drama of a man and a forensic psychologist who must face a frisbee in ancient india",Sports,English,152,5
940,"Victory academy","A insightful epistle of a mad scientist and a explorer who must challenge a cat in the sahara desert",Sports,English,64,3
57,"Basic easy","A stunning epistle of a man and a husband who must reach a mad scientist in a jet boat",Travel,English,90,7
75,"Bird independence","A thrilling documentary of a car and a student who must sink a hunter in the canadian rockies",Travel,English,163,3
84,"Boiled dares","A awe-inspiring story of a waitress and a dog who must discover a dentist in ancient japan",Travel,English,102,4
88,"Born spinal","A touching epistle of a frisbee and a husband who must pursue a student in nigeria",Travel,English,179,4
103,"Bucket brotherhood","A amazing display of a girl and a womanizer who must succumb a lumberjack in a baloon factory",Travel,English,133,8
123,"Casablanca super","A amazing panorama of a crocodile and a forensic psychologist who must pursue a secret agent in the first manned space station",Travel,English,85,5
125,"Cassidy wyoming","A intrepid drama of a frisbee and a hunter who must kill a secret agent in new orleans",Travel,English,61,2
167,"Coma head","A awe-inspiring drama of a boy and a frisbee who must escape a pastry chef in california",Travel,English,109,7
169,"Comforts rush","A unbelieveable panorama of a pioneer and a husband who must meet a mad cow in an abandoned mine shaft",Travel,English,76,4
181,"Contact anonymous","A insightful display of a a shark and a monkey who must face a database administrator in ancient india",Travel,English,166,7
224,"Desperate trainspotting","A epic yarn of a forensic psychologist and a teacher who must face a lumberjack in california",Travel,English,81,2
233,"Disciple mother","A touching reflection of a mad scientist and a boat who must face a moose in a shark tank",Travel,English,141,6
257,"Drumline cyclone","A insightful panorama of a monkey and a sumo wrestler who must outrace a mad scientist in the canadian rockies",Travel,English,110,3
286,"Enough raging","A astounding character study of a boat and a secret agent who must find a mad cow in the sahara desert",Travel,English,158,5
288,"Escape metropolis","A taut yarn of a astronaut and a technical writer who must outgun a boat in new orleans",Travel,English,167,6
294,"Expecations natural","A amazing drama of a butler and a husband who must reach a a shark in a u-boat",Travel,English,138,5
299,"Factory dragon","A action-packed saga of a teacher and a frisbee who must escape a lumberjack in the sahara desert",Travel,English,144,4
307,"Fellowship autumn","A lacklusture reflection of a dentist and a hunter who must meet a teacher in a baloon",Travel,English,77,6
339,"Frogmen breaking","A unbelieveable yarn of a mad scientist and a cat who must chase a lumberjack in australia",Travel,English,111,3
342,"Fugitive maguire","A taut epistle of a feminist and a sumo wrestler who must battle a crocodile in australia",Travel,English,83,4
347,"Games bowfinger","A astounding documentary of a butler and a explorer who must challenge a butler in a monastery",Travel,English,119,4
405,"Haunted antitrust","A amazing saga of a man and a dentist who must reach a technical writer in ancient india",Travel,English,76,2
434,"Horror reign","A touching documentary of a a shark and a car who must build a husband in nigeria",Travel,English,139,8
451,"Igby maker","A epic documentary of a hunter and a dog who must outgun a dog in a baloon factory",Travel,English,160,5
472,"Italian african","A astounding character study of a monkey and a moose who must outgun a cat in a u-boat",Travel,English,174,2
496,"Kick savannah","A emotional drama of a monkey and a robot who must defeat a monkey in new orleans",Travel,English,179,5
513,"Leathernecks dwarfs","A fateful reflection of a dog and a mad cow who must outrace a teacher in an abandoned mine shaft",Travel,English,153,2
518,"Liaisons sweet","A boring drama of a a shark and a explorer who must redeem a waitress in the canadian rockies",Travel,English,140,6
526,"Lock rear","A thoughtful character study of a squirrel and a technical writer who must outrace a student in ancient japan",Travel,English,120,4
543,"Madigan dorado","A astounding character study of a a shark and a a shark who must discover a crocodile in the outback",Travel,English,116,2
601,"Moulin wake","A astounding story of a forensic psychologist and a cat who must battle a teacher in an abandoned mine shaft",Travel,English,79,5
609,"Muscle bright","A stunning panorama of a sumo wrestler and a husband who must redeem a madman in ancient india",Travel,English,185,8
645,"Others soup","A lacklusture documentary of a mad cow and a madman who must sink a moose in the gulf of mexico",Travel,English,118,6
648,"Outlaw hanky","A thoughtful story of a astronaut and a composer who must conquer a dog in the sahara desert",Travel,English,148,6
656,"Papi necklace","A fanciful display of a car and a monkey who must escape a squirrel in ancient japan",Travel,English,128,2
783,"Shane darkness","A action-packed saga of a moose and a lumberjack who must find a woman in berlin",Travel,English,93,4
784,"Shanghai tycoon","A fast-paced character study of a crocodile and a lumberjack who must build a husband in an abandoned fun house",Travel,English,47,6
785,"Shawshank bubble","A lacklusture story of a moose and a monkey who must confront a butler in an abandoned amusement park",Travel,English,80,6
787,"Shining roses","A awe-inspiring character study of a astronaut and a forensic psychologist who must challenge a madman in ancient india",Travel,English,125,3
811,"Smile earring","A intrepid drama of a teacher and a butler who must build a pastry chef in berlin",Travel,English,60,3
826,"Speed suit","A brilliant display of a frisbee and a mad scientist who must succumb a robot in ancient china",Travel,English,124,2
848,"Stone fire","A intrepid drama of a astronaut and a crocodile who must find a boat in soviet georgia",Travel,English,94,3
868,"Superfly trip","A beautiful saga of a lumberjack and a teacher who must build a technical writer in an abandoned fun house",Travel,English,114,3
872,"Sweet brotherhood","A unbelieveable epistle of a sumo wrestler and a hunter who must chase a forensic psychologist in a baloon",Travel,English,185,3
878,"Teen apollo","A awe-inspiring drama of a dog and a man who must escape a robot in a shark tank",Travel,English,74,4
894,"Tomatoes hellfighters","A thoughtful epistle of a madman and a astronaut who must overcome a monkey in a shark tank",Travel,English,68,5
903,"Traffic hobbit","A amazing epistle of a squirrel and a lumberjack who must succumb a database administrator in a u-boat",Travel,English,139,2
914,"Trouble date","A lacklusture panorama of a forensic psychologist and a woman who must kill a explorer in ancient japan",Travel,English,61,6
931,"Valentine vanishing","A thrilling display of a husband and a butler who must reach a pastry chef in california",Travel,English,48,3
977,"Window side","A astounding character study of a womanizer and a hunter who must escape a robot in a monastery",Travel,English,85,3
981,"Wolves desire","A fast-paced drama of a squirrel and a robot who must succumb a technical writer in a manhattan penthouse",Travel,English,55,6
988,"Worker tarzan","A action-packed yarn of a secret agent and a technical writer who must battle a sumo wrestler in the first manned space station",Travel,English,139,5
989,"Working microcosmos","A stunning epistle of a dentist and a dog who must kill a madman in ancient china",Travel,English,74,6
